generation	repeats	mean	best	mutation rate
406	0	10,394	16,681	0,00000
407	1	10,402	16,251	0,00000
408	0	10,463	15,868	0,00000
409	0	10,914	17,380	0,00000
410	0	10,655	16,267	0,00000
411	0	11,113	17,740	0,00000
412	1	10,894	17,694	0,00000
413	0	10,930	19,741	0,00000
414	2	10,788	18,155	0,00000
415	1	10,713	16,614	0,00000
416	0	10,717	18,510	0,00000
417	0	10,640	17,548	0,00000
418	1	10,957	17,300	0,00000
419	1	11,300	20,050	0,00000
420	0	11,284	18,938	0,00000
421	0	11,278	17,170	0,00000
422	1	11,228	16,649	0,00000
423	0	11,346	20,551	0,00000
424	0	11,386	18,523	0,00000
425	0	11,110	19,689	0,00000
426	0	11,174	19,458	0,00000
427	0	10,929	18,100	0,00000
428	0	11,077	18,640	0,00000
429	0	11,216	18,259	0,00000
430	0	11,396	17,675	0,00000
431	0	11,529	16,573	0,00000
432	1	11,604	19,969	0,00000
433	0	11,828	18,461	0,00000
434	0	11,453	17,637	0,00000
435	0	11,561	20,522	0,00000
436	0	11,502	19,732	0,00000
437	0	11,423	16,160	0,00000
438	0	11,532	18,647	0,00000
439	1	11,412	18,001	0,00000
440	0	11,195	18,210	0,00000
441	0	11,051	17,313	0,00000
442	0	11,100	17,888	0,00000
443	0	10,795	16,055	0,00000
444	0	10,851	18,139	0,00000
445	0	11,122	19,571	0,00000
446	0	10,985	15,620	0,00000
447	1	10,848	14,748	0,00000
448	0	10,964	16,428	0,00000
449	1	11,116	16,563	0,00000
450	1	11,056	18,867	0,00000
451	0	11,010	16,418	0,00000
452	0	11,381	17,594	0,00000
453	0	11,202	16,624	0,00000
454	1	11,291	16,297	0,00000
455	0	11,413	19,814	0,00000
456	0	11,332	20,544	0,00000
457	0	11,129	20,964	0,00000
458	1	11,451	21,516	0,00000
459	0	11,368	20,304	0,00000
460	0	11,280	19,491	0,00000
461	0	11,226	17,668	0,00000
462	0	11,021	19,012	0,00000
463	0	11,031	18,298	0,00000
464	0	11,257	17,352	0,00000
465	0	11,195	18,413	0,00000
466	0	11,199	20,200	0,00000
467	0	11,375	18,168	0,00000
468	0	11,390	19,141	0,00000
469	0	11,059	19,641	0,00000
470	0	11,050	18,070	0,00000
471	1	10,638	17,639	0,00000
472	0	10,779	19,287	0,00000
473	0	10,753	17,107	0,00000
474	0	10,423	17,097	0,00000
475	2	10,554	20,126	0,00000
476	0	10,520	17,563	0,00000
477	0	10,358	15,810	0,00000
478	0	10,163	16,362	0,00000
479	1	10,640	17,077	0,00000
480	0	10,761	15,189	0,00000
481	0	10,458	16,750	0,00000
482	1	10,770	15,842	0,00000
483	0	10,943	15,054	0,00000
484	0	10,727	14,741	0,00000
485	0	10,680	15,164	0,00000
486	0	10,646	14,643	0,00000
487	1	10,891	18,131	0,00000
488	0	11,209	16,192	0,00000
489	0	11,142	16,518	0,00000
490	1	10,925	16,399	0,00000
491	1	10,821	16,148	0,00000
492	1	10,860	17,051	0,00000
493	1	11,108	18,289	0,00000
494	0	10,868	18,277	0,00000
495	0	10,784	16,610	0,00000
496	0	10,648	16,913	0,00000
497	0	10,558	17,686	0,00000
498	0	10,448	16,796	0,00000
499	0	10,690	16,301	0,00000
500	1	10,814	15,663	0,00000
501	1	10,635	17,139	0,00000
502	0	10,747	19,833	0,00000
503	0	10,626	16,625	0,00000
504	1	10,278	16,939	0,00000
505	0	10,301	15,849	0,00000
506	0	10,605	17,427	0,00000
507	0	11,115	19,453	0,00000
508	1	11,128	19,580	0,00000
509	0	11,266	17,382	0,00000
510	0	11,034	16,788	0,00000
511	0	11,639	17,321	0,00000
512	0	11,470	17,880	0,00000
513	0	11,581	17,667	0,00000
514	0	11,416	18,205	0,00000
515	1	11,155	17,247	0,00000
516	1	11,269	19,969	0,00000
517	0	11,389	19,882	0,00000
518	0	11,434	18,222	0,00000
519	0	11,699	20,758	0,00000
520	0	11,665	19,833	0,00000
521	0	11,372	20,690	0,00000
522	0	11,540	19,695	0,00000
523	0	11,271	21,592	0,00000
524	0	11,017	20,797	0,00000
525	0	10,906	20,519	0,00000
526	0	10,963	18,295	0,00000
527	0	10,813	19,402	0,00000
528	0	10,700	16,470	0,00000
529	0	11,191	19,211	0,00000
530	0	10,794	19,250	0,00000
531	1	11,003	20,489	0,00000
532	0	11,078	18,160	0,00000
533	0	11,474	19,612	0,00000
534	0	11,455	20,732	0,00000
535	0	11,219	18,769	0,00000
536	0	11,053	17,633	0,00000
537	0	11,455	18,226	0,00000
538	1	11,343	22,481	0,00000
539	1	11,225	19,668	0,00000
540	0	11,437	17,542	0,00000
541	1	11,472	20,127	0,00000
542	0	11,349	17,362	0,00000
543	0	11,126	17,640	0,00000
544	0	10,937	17,365	0,00000
545	0	11,197	20,154	0,00000
546	0	11,054	16,833	0,00000
547	1	11,057	17,435	0,00000
548	0	11,060	16,578	0,00000
549	0	10,991	15,684	0,00000
550	0	10,686	14,857	0,00000
551	1	10,939	18,799	0,00000
552	0	11,112	19,434	0,00000
553	0	10,674	16,382	0,00000
554	1	10,551	16,739	0,00000
555	0	10,712	17,354	0,00000
556	0	10,778	16,698	0,00000
557	1	10,646	17,747	0,00000
558	0	10,962	19,284	0,00000
559	0	11,141	20,497	0,00000
560	1	11,032	18,322	0,00000
561	0	11,223	20,772	0,00000
562	0	11,183	21,848	0,00000
563	0	10,981	18,496	0,00000
564	0	11,200	18,423	0,00000
565	1	11,245	18,230	0,00000
566	0	10,987	18,366	0,00000
567	0	11,046	16,385	0,00000
568	1	11,058	18,068	0,00000
569	0	10,931	17,609	0,00000
570	0	11,230	19,557	0,00000
571	0	11,509	19,585	0,00000
572	0	11,682	21,485	0,00000
573	0	11,665	23,067	0,00000
574	0	11,759	18,972	0,00000
575	0	11,880	20,603	0,00000
576	2	11,750	22,211	0,00000
577	0	11,559	20,044	0,00000
578	0	11,589	18,423	0,00000
579	0	11,343	18,928	0,00000
580	0	11,011	19,193	0,00000
581	0	10,974	17,021	0,00000
582	0	11,054	16,142	0,00000
583	1	11,126	16,617	0,00000
584	0	10,756	19,290	0,00000
585	0	10,910	17,666	0,00000
586	0	10,881	16,189	0,00000
587	0	10,707	18,652	0,00000
588	0	10,516	19,520	0,00000
589	0	10,735	16,881	0,00000
590	0	10,881	18,273	0,00000
591	1	10,676	20,198	0,00000
592	0	10,677	16,521	0,00000
593	0	10,560	19,497	0,00000
594	0	10,682	17,115	0,00000
595	0	10,706	17,583	0,00000
596	0	10,450	20,046	0,00000
597	0	10,524	15,855	0,00000
598	0	11,175	16,862	0,00000
599	0	11,051	17,756	0,00000
600	1	11,220	16,353	0,00000
601	0	11,267	18,480	0,00000
602	0	11,316	18,602	0,00000
603	1	11,445	18,602	0,00000
604	0	11,200	16,140	0,00000
605	0	11,098	18,364	0,00000
606	1	10,827	16,945	0,00000
607	0	11,086	18,058	0,00000
608	0	10,966	17,835	0,00000
609	0	10,937	15,854	0,00000
610	1	10,776	15,897	0,00000
611	0	11,017	16,217	0,00000
612	1	10,922	14,099	0,00000
613	1	11,254	17,297	0,00000
614	0	11,037	15,516	0,00000
615	1	10,974	15,847	0,00000
616	0	11,080	18,834	0,00000
617	2	11,194	17,185	0,00000
618	2	10,998	16,501	0,00000
619	0	11,091	17,355	0,00000
620	0	10,778	16,385	0,00000
621	0	10,985	17,580	0,00000
622	0	10,822	15,894	0,00000
623	0	11,167	20,201	0,00000
624	0	11,449	19,170	0,00000
625	0	11,133	17,907	0,00000
626	1	10,847	15,491	0,00000
627	0	11,028	16,628	0,00000
628	1	10,746	18,320	0,00000
629	0	11,055	17,951	0,00000
630	0	10,559	17,613	0,00000
631	0	10,531	20,023	0,00000
632	0	10,672	18,168	0,00000
633	0	10,763	18,355	0,00000
634	0	10,640	17,980	0,00000
635	1	10,817	17,740	0,00000
636	0	10,716	20,108	0,00000
637	1	10,809	20,278	0,00000
638	1	10,801	17,146	0,00000
639	0	10,940	20,308	0,00000
640	0	10,709	18,327	0,00000
641	0	10,609	16,244	0,00000
642	0	11,157	18,954	0,00000
643	0	11,023	16,619	0,00000
644	0	10,981	16,876	0,00000
645	0	10,673	17,116	0,00000
646	0	10,952	19,388	0,00000
647	0	11,012	17,598	0,00000
648	0	11,175	18,127	0,00000
649	0	11,093	17,161	0,00000
650	0	10,935	18,516	0,00000
651	0	11,069	18,304	0,00000
652	1	11,011	16,301	0,00000
653	1	11,093	18,722	0,00000
654	1	11,119	19,139	0,00000
655	0	10,977	18,566	0,00000
656	0	10,873	15,906	0,00000
657	0	10,733	16,108	0,00000
658	0	10,783	16,051	0,00000
659	0	10,626	16,994	0,00000
660	0	10,531	16,412	0,00000
661	1	10,940	17,516	0,00000
662	0	10,835	17,365	0,00000
663	0	10,819	16,736	0,00000
664	0	11,156	17,120	0,00000
665	0	11,003	19,137	0,00000
666	0	10,736	16,414	0,00000
667	0	10,706	16,800	0,00000
668	0	11,146	18,517	0,00000
669	2	11,483	19,270	0,00000
670	0	11,647	17,146	0,00000
671	1	11,567	18,830	0,00000
672	2	11,497	18,569	0,00000
673	0	11,529	20,124	0,00000
674	1	11,217	16,298	0,00000
675	0	11,509	17,086	0,00000
676	1	11,179	18,207	0,00000
677	0	11,248	17,910	0,00000
678	0	11,419	18,654	0,00000
679	1	11,547	19,201	0,00000
680	0	11,701	19,444	0,00000
681	0	11,522	17,344	0,00000
682	0	11,599	18,747	0,00000
683	1	11,750	19,573	0,00000
684	0	11,633	19,791	0,00000
685	0	11,711	18,644	0,00000
686	0	11,810	18,117	0,00000
687	0	11,661	18,040	0,00000
688	0	11,627	18,163	0,00000
689	0	11,228	17,160	0,00000
690	1	10,912	16,918	0,00000
691	0	10,824	16,331	0,00000
692	1	10,877	16,604	0,00000
693	0	10,768	16,530	0,00000
694	1	10,782	16,153	0,00000
695	0	10,745	16,797	0,00000
696	1	10,770	17,482	0,00000
697	0	10,822	17,155	0,00000
698	0	10,750	17,146	0,00000
699	0	10,621	16,415	0,00000
700	0	10,949	16,936	0,00000
701	1	10,978	17,685	0,00000
